日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門(含包燈)(度),服務業部門(含包燈)用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),工業部門售電量(度),工業部門用電佔比(%),合計售電量(度),縣市用電佔比(%)
2018年10月,苗栗縣,92014325,0.1559,67857457,0.115,2564815,0.0043,427883748,0.7248,590320345,0.0309
2018年10月,彰化縣,229029767,0.2273,198352713,0.1968,41096626,0.0408,539266991,0.5351,1007746097,0.0527
2018年10月,南投縣,86897905,0.3279,64299422,0.2427,9920470,0.0374,103858649,0.392,264976446,0.0139
2018年10月,雲林縣,120265136,0.2395,79880806,0.1591,33663036,0.067,268304002,0.5343,502112980,0.0263
2018年10月,嘉義縣,77651716,0.3046,52850501,0.2073,23119780,0.0907,101268690,0.3973,254890687,0.0133
2018年10月,屏東縣,134974323,0.3373,106700472,0.2666,57989489,0.1449,100553377,0.2512,400217661,0.0209
2018年10月,台東縣,39426640,0.4481,35944547,0.4086,1684915,0.0192,10921734,0.1241,87977836,0.0046
2018年10月,花蓮縣,64998348,0.2914,70285090,0.3151,1795857,0.0081,85943755,0.3854,223023050,0.0117
2018年10月,基隆市,76172530,0.5297,49115636,0.3416,11552,0.0001,18497348,0.1286,143797066,0.0075
2018年10月,新竹市,91050626,0.1046,110024910,0.1263,900654,0.001,668827054,0.7681,870803244,0.0455
2018年10月,嘉義市,49092003,0.4627,49021372,0.4621,656338,0.0062,7319715,0.069,106089428,0.0055
2018年10月,澎湖縣,16314141,0.4312,17377221,0.4593,373317,0.0099,3772726,0.0997,37837405,0.002
2018年10月,金門縣,11394743,0.4257,11488798,0.4292,269049,0.0101,3616204,0.1351,26768794,0.0014
2018年10月,連江縣,2320659,0.3637,3434617,0.5382,9547,0.0015,616293,0.0966,6381116,0.0003
2018年10月,合計,4477706133,0.2341,4219852533,0.2206,259848245,0.0136,10167631475,0.5316,19125038386,1
2018年09月,新北市,968438171,0.4435,651370794,0.2983,2958940,0.0014,560896789,0.2569,2183664694,0.1085
2018年09月,台北市,629975211,0.3775,966803370,0.5794,681525,0.0004,71207136,0.0427,1668667242,0.0829
2018年09月,桃園市,450077751,0.1778,446550443,0.1764,4226348,0.0017,1630461848,0.6441,2531316390,0.1258
2018年09月,台中市,626976758,0.2224,551045631,0.1954,16292931,0.0058,1625336013,0.5764,2819651333,0.1402
2018年09月,台南市,380688772,0.1641,319770818,0.1379,36467016,0.0157,1582328070,0.6823,2319254676,0.1153
2018年09月,高雄市,622517195,0.232,530017059,0.1976,21438199,0.008,1508976752,0.5624,2682949205,0.1334
2018年09月,宜蘭縣,99416974,0.3091,90600688,0.2817,7324353,0.0228,124335438,0.3865,321677453,0.016
2018年09月,新竹縣,124165342,0.141,97025195,0.1102,2091291,0.0024,657154504,0.7464,880436332,0.0438
2018年09月,苗栗縣,123171084,0.1932,76047690,0.1193,2826351,0.0044,435349937,0.683,637395062,0.0317
2018年09月,彰化縣,249785941,0.2465,201205596,0.1985,44628028,0.044,517896016,0.511,1013515581,0.0504
2018年09月,南投縣,74775826,0.3017,64897955,0.2619,9155446,0.0369,99006001,0.3995,247835228,0.0123
2018年09月,雲林縣,137936390,0.2627,89903315,0.1712,36706985,0.0699,260597703,0.4962,525144393,0.0261
2018年09月,嘉義縣,93572036,0.3495,57707115,0.2155,24106852,0.09,92338329,0.3449,267724332,0.0133
2018年09月,屏東縣,160305391,0.3747,112321068,0.2625,57611227,0.1346,97637848,0.2282,427875534,0.0213
2018年09月,台東縣,38564858,0.4289,38751871,0.431,1943215,0.0216,10649016,0.1184,89908960,0.0045
2018年09月,花蓮縣,65704275,0.2905,78335186,0.3463,2068590,0.0091,80082061,0.354,226190112,0.0112
2018年09月,基隆市,73761507,0.4953,56140456,0.377,9273,0.0001,19004320,0.1276,148915556,0.0074
2018年09月,新竹市,119570460,0.1301,123171972,0.134,1000926,0.0011,675392370,0.7348,919135728,0.0457
2018年09月,嘉義市,53972778,0.4624,54898604,0.4703,625331,0.0054,7236200,0.062,116732913,0.0058
2018年09月,澎湖縣,21009502,0.4373,22699757,0.4725,413749,0.0086,3916144,0.0815,48039152,0.0024
2018年09月,金門縣,14854742,0.4378,14720198,0.4339,305749,0.009,4047176,0.1193,33927865,0.0017
2018年09月,連江縣,3228245,0.4213,3755124,0.49,11785,0.0015,667995,0.0872,7663149,0.0004
2018年09月,合計,5132469209,0.2551,4647739905,0.231,272894110,0.0136,10064517666,0.5003,20117620890,1
2018年08月,新北市,916764114,0.433,616021390,0.2909,2894448,0.0014,581740291,0.2747,2117420243,0.1035
2018年08月,台北市,586625078,0.3621,971632969,0.5997,730183,0.0005,61239109,0.0378,1620227339,0.0792
2018年08月,桃園市,534088690,0.1939,464124582,0.1685,5148922,0.0019,1751050554,0.6357,2754412748,0.1347
2018年08月,台中市,607779554,0.2124,537707351,0.1879,16472957,0.0058,1700136187,0.594,2862096049,0.1399
2018年08月,台南市,389978024,0.1616,325879775,0.135,37454538,0.0155,1659759984,0.6878,2413072321,0.118
2018年08月,高雄市,492100914,0.1893,527004513,0.2028,21241423,0.0082,1558812979,0.5997,2599159829,0.1271
2018年08月,宜蘭縣,96257442,0.2905,85929624,0.2593,7255525,0.0219,141944593,0.4283,331387184,0.0162
2018年08月,新竹縣,137731822,0.1466,107393375,0.1143,1935011,0.0021,692765458,0.7371,939825666,0.046
2018年08月,苗栗縣,103890803,0.1608,74834224,0.1158,3217743,0.005,464170379,0.7184,646113149,0.0316
2018年08月,彰化縣,248919770,0.2328,210536919,0.1969,47845724,0.0447,561885828,0.5255,1069188241,0.0523
2018年08月,南投縣,92109388,0.3322,68501351,0.2471,9739436,0.0351,106889040,0.3855,277239215,0.0136
2018年08月,雲林縣,131880593,0.2513,85623831,0.1632,39221098,0.0747,268072436,0.5108,524797958,0.0257
2018年08月,嘉義縣,83688918,0.32,56269631,0.2152,25443947,0.0973,96115844,0.3675,261518340,0.0128
2018年08月,屏東縣,147659525,0.3491,112178514,0.2652,61269560,0.1448,101921068,0.2409,423028667,0.0207
2018年08月,台東縣,43141562,0.4483,40228915,0.418,2004746,0.0208,10869073,0.1129,96244296,0.0047
2018年08月,花蓮縣,70187933,0.3154,76720869,0.3447,2301109,0.0103,73332167,0.3295,222542078,0.0109
2018年08月,基隆市,80583031,0.5173,55133496,0.3539,13759,0.0001,20040875,0.1287,155771161,0.0076
2018年08月,新竹市,105360933,0.1118,123098866,0.1306,1068914,0.0011,713255473,0.7565,942784186,0.0461
2018年08月,嘉義市,53665328,0.4658,53027462,0.4602,745402,0.0065,7776324,0.0675,115214516,0.0056
2018年08月,澎湖縣,17570284,0.4101,20279985,0.4734,454662,0.0106,4534232,0.1058,42839163,0.0021
2018年08月,金門縣,11943889,0.3951,13422834,0.444,328854,0.0109,4534745,0.15,30230322,0.0015
2018年08月,連江縣,2485068,0.3454,3979663,0.5531,8959,0.0012,721498,0.1003,7195188,0.0004
2018年08月,合計,4954412663,0.2422,4629530139,0.2264,286796920,0.014,10581568137,0.5174,20452307859,1
2018年07月,新北市,835853651,0.4094,631525205,0.3093,2797669,0.0014,571541090,0.2799,2041717615,0.1013
2018年07月,台北市,547191919,0.3433,975905056,0.6124,718813,0.0005,69884364,0.0439,1593700152,0.0791
2018年07月,桃園市,395057167,0.1539,445243747,0.1735,4337056,0.0017,1722222475,0.6709,2566860445,0.1273
2018年07月,台中市,590046326,0.2067,544344760,0.1907,15840441,0.0055,1704844183,0.5971,2855075710,0.1416
2018年07月,台南市,380965350,0.159,325059464,0.1357,35038582,0.0146,1654916454,0.6907,2395979850,0.1188
2018年07月,高雄市,632237650,0.2312,533962893,0.1953,20891416,0.0076,1547642097,0.5659,2734734056,0.1356
2018年07月,宜蘭縣,83750717,0.2692,87559937,0.2814,7158370,0.023,132689754,0.4264,311158778,0.0154
2018年07月,新竹縣,106649287,0.118,97449283,0.1079,2068838,0.0023,697266492,0.7718,903433900,0.0448
2018年07月,苗栗縣,108947328,0.1678,75105922,0.1157,3395967,0.0052,461701873,0.7112,649151090,0.0322
2018年07月,彰化縣,233081177,0.2257,198825524,0.1925,44444016,0.043,556280923,0.5387,1032631640,0.0512
2018年07月,南投縣,71939798,0.2875,64786508,0.2589,9093596,0.0363,104423354,0.4173,250243256,0.0124
2018年07月,雲林縣,136529769,0.2569,89257987,0.168,38117786,0.0717,267474369,0.5034,531379911,0.0264
2018年07月,嘉義縣,92883433,0.3432,57210616,0.2114,24874880,0.0919,95675533,0.3535,270644462,0.0134
2018年07月,屏東縣,165992453,0.3755,112990471,0.2556,60667284,0.1372,102456536,0.2317,442106744,0.0219
2018年07月,台東縣,36009835,0.4069,39385116,0.445,2211543,0.025,10894997,0.1231,88501491,0.0044
2018年07月,花蓮縣,58061526,0.26,75818856,0.3396,2116155,0.0095,87292900,0.3909,223289437,0.0111
2018年07月,基隆市,59907782,0.4481,54728702,0.4094,8967,0.0001,19036875,0.1424,133682326,0.0066
2018年07月,新竹市,104702660,0.112,123437520,0.1321,977840,0.001,705401661,0.7548,934519681,0.0464
2018年07月,嘉義市,53039904,0.455,55340674,0.4748,720935,0.0062,7462085,0.064,116563598,0.0058
2018年07月,澎湖縣,18863417,0.4047,22681244,0.4866,415331,0.0089,4654004,0.0998,46613996,0.0023
2018年07月,金門縣,12436694,0.3928,14404419,0.455,287627,0.0091,4530140,0.1431,31658880,0.0016
2018年07月,連江縣,2722655,0.3888,3594188,0.5133,6968,0.001,678610,0.0969,7002421,0.0003
2018年07月,合計,4726870498,0.2345,4628618092,0.2296,276190080,0.0137,10528970769,0.5223,20160649439,1
2018年06月,新北市,661424478,0.3779,555296311,0.3173,2532439,0.0014,531065762,0.3034,1750318990,0.0942
2018年06月,台北市,424575580,0.3111,884641256,0.6482,686771,0.0005,54914280,0.0402,1364817887,0.0734
2018年06月,桃園市,397385330,0.1604,421865865,0.1703,4202132,0.0017,1653589147,0.6676,2477042474,0.1333
2018年06月,台中市,499445406,0.1894,505707591,0.1917,15529813,0.0059,1616731566,0.613,2637414376,0.1419
2018年06月,台南市,341435622,0.1492,322902066,0.1411,33046081,0.0144,1590366535,0.6952,2287750304,0.1231
2018年06月,高雄市,435859290,0.1754,520718894,0.2095,20717867,0.0083,1507912309,0.6068,2485208360,0.1337
2018年06月,宜蘭縣,71275508,0.2507,75936550,0.267,6616090,0.0233,130533112,0.459,284361260,0.0153
2018年06月,新竹縣,101228858,0.1173,97123306,0.1125,1644420,0.0019,663331805,0.7683,863328389,0.0464
2018年06月,苗栗縣,78628344,0.1327,68740459,0.116,3036133,0.0051,442085477,0.7461,592490413,0.0319
2018年06月,彰化縣,204288086,0.2096,195375401,0.2004,43314367,0.0444,531811007,0.5456,974788861,0.0524
2018年06月,南投縣,80514377,0.3123,65153433,0.2527,10466251,0.0406,101666879,0.3944,257800940,0.0139
2018年06月,雲林縣,123742129,0.2467,81908687,0.1633,37967331,0.0757,257891628,0.5142,501509775,0.027
2018年06月,嘉義縣,79521280,0.3207,54606577,0.2202,26354935,0.1063,87502424,0.3529,247985216,0.0133
2018年06月,屏東縣,136641548,0.3355,109391853,0.2686,63654177,0.1563,97629908,0.2397,407317486,0.0219
2018年06月,台東縣,34400653,0.4169,35822802,0.4342,2049244,0.0248,10239627,0.1241,82512326,0.0044
2018年06月,花蓮縣,54728245,0.2628,70751113,0.3397,1978616,0.0095,80807529,0.388,208265503,0.0112
2018年06月,基隆市,57749308,0.4587,49433227,0.3927,16883,0.0001,18694506,0.1485,125893924,0.0068
2018年06月,新竹市,76503995,0.0883,112484179,0.1299,951286,0.0011,676306815,0.7807,866246275,0.0466
2018年06月,嘉義市,45930903,0.4367,50943118,0.4844,817243,0.0078,7480278,0.0711,105171542,0.0057
2018年06月,澎湖縣,14001630,0.3811,17975282,0.4893,384783,0.0105,4375665,0.1191,36737360,0.002
2018年06月,金門縣,8846887,0.3561,11824025,0.4759,261939,0.0105,3912002,0.1575,24844853,0.0013
2018年06月,連江縣,1895598,0.3284,3269506,0.5665,5923,0.001,600514,0.104,5771541,0.0003
2018年06月,合計,3930023055,0.2114,4311871501,0.232,276234724,0.0149,10069448775,0.5417,18587578055,1
2018年05月,新北市,571924758,0.3447,549005118,0.3308,2352890,0.0014,536112547,0.3231,1659395313,0.0906
2018年05月,台北市,370032635,0.2848,868080860,0.6682,683104,0.0005,60429908,0.0465,1299226507,0.071
2018年05月,桃園市,295348654,0.1225,397795287,0.165,3393988,0.0014,1714796322,0.7111,2411334251,0.1317
2018年05月,台中市,425124354,0.163,492553956,0.1888,14458560,0.0055,1676673827,0.6427,2608810697,0.1425
2018年05月,台南市,281335499,0.1241,310121811,0.1368,29098364,0.0128,1646556991,0.7263,2267112665,0.1238
2018年05月,高雄市,464349652,0.1788,509915038,0.1964,20762552,0.008,1601750530,0.6168,2596777772,0.1418
2018年05月,宜蘭縣,61544504,0.2257,75713575,0.2777,5711430,0.0209,129666274,0.4756,272635783,0.0149
2018年05月,新竹縣,77808518,0.092,87006942,0.1029,1560668,0.0018,679250416,0.8033,845626544,0.0462
2018年05月,苗栗縣,76550474,0.127,67030724,0.1112,2404158,0.004,456831630,0.7578,602816986,0.0329
2018年05月,彰化縣,177653936,0.187,182747290,0.1924,37422480,0.0394,552197536,0.5812,950021242,0.0519
2018年05月,南投縣,59693167,0.2552,60900473,0.2603,8896682,0.038,104440623,0.4465,233930945,0.0128
2018年05月,雲林縣,106867261,0.2198,81898654,0.1685,33743737,0.0694,263585244,0.5423,486094896,0.0266
2018年05月,嘉義縣,72424615,0.2947,54478019,0.2217,22582063,0.0919,96237430,0.3917,245722127,0.0134
2018年05月,屏東縣,130882250,0.3254,108994850,0.271,61232816,0.1522,101140524,0.2514,402250440,0.022
2018年05月,台東縣,27790180,0.376,33873051,0.4583,1822326,0.0247,10423717,0.141,73909274,0.004
2018年05月,花蓮縣,44183913,0.2171,68676585,0.3374,1634077,0.008,89048618,0.4375,203543193,0.0111
2018年05月,基隆市,44742012,0.4049,48045698,0.4347,11323,0.0001,17714865,0.1603,110513898,0.006
2018年05月,新竹市,71839344,0.0825,111199371,0.1277,838529,0.001,686838252,0.7888,870715496,0.0476
2018年05月,嘉義市,38926735,0.3982,50849615,0.5202,655430,0.0067,7322821,0.0749,97754601,0.0053
2018年05月,澎湖縣,13875398,0.3656,19288701,0.5082,324506,0.0085,4468188,0.1177,37956793,0.0021
2018年05月,金門縣,9224238,0.356,12516864,0.4831,238524,0.0092,3929960,0.1517,25909586,0.0014
2018年05月,連江縣,2206412,0.3784,2989657,0.5127,3565,0.0006,631650,0.1083,5831284,0.0003
2018年05月,合計,3424328509,0.187,4193682139,0.2291,249831772,0.0136,10440047873,0.5702,18307890293,1
2018年04月,新北市,591605740,0.3888,454968788,0.299,2090094,0.0014,472886030,0.3108,1521550652,0.0903
2018年04月,台北市,362207742,0.3211,719473388,0.6379,550339,0.0005,45648967,0.0405,1127880436,0.0669
2018年04月,桃園市,379752654,0.1651,347614825,0.1512,3399233,0.0015,1568743892,0.6822,2299510604,0.1365
2018年04月,台中市,432906978,0.1817,418588762,0.1756,13031675,0.0055,1518593665,0.6372,2383121080,0.1415
2018年04月,台南市,278070188,0.1331,275007772,0.1316,26851406,0.0129,1509446647,0.7224,2089376013,0.124
2018年04月,高雄市,345967420,0.1482,446741429,0.1914,19928960,0.0085,1521115595,0.6518,2333753404,0.1385
2018年04月,宜蘭縣,68716500,0.2587,64001703,0.241,4886553,0.0184,127989729,0.4819,265594485,0.0158
2018年04月,新竹縣,92583238,0.1165,80708582,0.1016,1263536,0.0016,619978756,0.7803,794534112,0.0472
2018年04月,苗栗縣,69124632,0.1243,57703919,0.1038,2238577,0.004,427089227,0.7679,556156355,0.033
2018年04月,彰化縣,180745492,0.2049,168256802,0.1908,33203280,0.0376,499745155,0.5666,881950729,0.0523
2018年04月,南投縣,75568365,0.3223,56119471,0.2394,8326964,0.0355,94450558,0.4028,234465358,0.0139
2018年04月,雲林縣,102446560,0.227,69028161,0.153,30414886,0.0674,249385560,0.5526,451275167,0.0268
2018年04月,嘉義縣,66101599,0.2968,47004857,0.2111,19118316,0.0858,90491262,0.4063,222716034,0.0132
2018年04月,屏東縣,113651767,0.3178,95061964,0.2659,59559876,0.1666,89294781,0.2497,357568388,0.0212
2018年04月,台東縣,31958234,0.4331,29815346,0.4041,1741501,0.0236,10273804,0.1392,73788885,0.0044
2018年04月,花蓮縣,51211069,0.2618,60522753,0.3094,1581490,0.0081,82328661,0.4208,195643973,0.0116
2018年04月,基隆市,57708512,0.5007,40944143,0.3552,15885,0.0001,16591087,0.1439,115259627,0.0068
2018年04月,新竹市,66421113,0.0833,93404305,0.1172,820138,0.001,636299450,0.7984,796945006,0.0473
2018年04月,嘉義市,38806743,0.4415,41688579,0.4743,629254,0.0072,6764877,0.077,87889453,0.0052
2018年04月,澎湖縣,12471008,0.3954,14786349,0.4688,310868,0.0099,3972797,0.126,31541022,0.0019
2018年04月,金門縣,8740011,0.4024,9838667,0.453,219317,0.0101,2919858,0.1344,21717853,0.0013
2018年04月,連江縣,1882374,0.3598,2755748,0.5267,3884,0.0007,589950,0.1128,5231956,0.0003
2018年04月,合計,3428647939,0.2035,3594036313,0.2133,230186032,0.0137,9594600308,0.5695,16847470592,1
2018年03月,新北市,603660195,0.3901,461615783,0.2983,2093412,0.0014,479933942,0.3102,1547303332,0.0905
2018年03月,台北市,385705468,0.3349,714810066,0.6206,533862,0.0005,50801456,0.0441,1151850852,0.0674
2018年03月,桃園市,329142529,0.1429,332289006,0.1443,2917730,0.0013,1638740592,0.7115,2303089857,0.1348
2018年03月,台中市,431264825,0.1797,408487802,0.1702,12265116,0.0051,1547673982,0.6449,2399691725,0.1404
2018年03月,台南市,272476833,0.1288,257197887,0.1216,25539460,0.0121,1560689423,0.7376,2115903603,0.1238
2018年03月,高雄市,428808598,0.1739,430273314,0.1745,18437749,0.0075,1588600737,0.6442,2466120398,0.1443
2018年03月,宜蘭縣,67271179,0.2538,66415087,0.2505,4569713,0.0172,126835411,0.4785,265091390,0.0155
2018年03月,新竹縣,84872712,0.1072,74279124,0.0939,1363320,0.0017,630916901,0.7972,791432057,0.0463
2018年03月,苗栗縣,79652618,0.1369,57926198,0.0995,1981840,0.0034,442478936,0.7602,582039592,0.0341
2018年03月,彰化縣,178650619,0.2035,160299787,0.1826,30788616,0.0351,508272533,0.5789,878011555,0.0514
2018年03月,南投縣,62813040,0.2798,53379388,0.2378,7238749,0.0322,101060300,0.4502,224491477,0.0131
2018年03月,雲林縣,99240471,0.2184,69374371,0.1527,29499852,0.0649,256275813,0.564,454390507,0.0266
2018年03月,嘉義縣,70315734,0.3282,46376581,0.2165,18317727,0.0855,79228760,0.3698,214238802,0.0125
2018年03月,屏東縣,121664350,0.3314,93813938,0.2555,59926359,0.1632,91756837,0.2499,367161484,0.0215
2018年03月,台東縣,27815561,0.401,29170317,0.4206,1735694,0.025,10640608,0.1534,69362180,0.0041
2018年03月,花蓮縣,44668306,0.2415,60428270,0.3267,1550913,0.0084,78305411,0.4234,184952900,0.0108
2018年03月,基隆市,50496294,0.4681,40743578,0.3777,11835,0.0001,16614824,0.154,107866531,0.0063
2018年03月,新竹市,76234519,0.0935,91235709,0.1119,766094,0.0009,646837766,0.7936,815074088,0.0477
2018年03月,嘉義市,38539026,0.4403,42195826,0.4821,523467,0.006,6271601,0.0717,87529920,0.0051
2018年03月,澎湖縣,13925568,0.4149,15447896,0.4603,321791,0.0096,3865889,0.1152,33561144,0.002
2018年03月,金門縣,10257078,0.4423,10384290,0.4478,217561,0.0094,2333186,0.1006,23192115,0.0014
2018年03月,連江縣,2320527,0.4107,2767407,0.4897,2111,0.0004,560682,0.0992,5650727,0.0003
2018年03月,合計,3479796050,0.2036,3518911625,0.2059,220602971,0.0129,9868695590,0.5775,17088006236,1
2018年02月,新北市,556277135,0.4101,387472663,0.2856,2021405,0.0015,410791455,0.3028,1356562658,0.0936
2018年02月,台北市,345008917,0.3549,587930903,0.6048,456280,0.0005,38719668,0.0398,972115768,0.0671
2018年02月,桃園市,361186375,0.1849,290396588,0.1486,2875353,0.0015,1299230146,0.665,1953688462,0.1348
2018年02月,台中市,400185923,0.1956,348724383,0.1704,10972049,0.0054,1286293451,0.6286,2046175806,0.1412
2018年02月,台南市,258068383,0.1422,218739602,0.1205,23098506,0.0127,1314883101,0.7245,1814789592,0.1253
2018年02月,高雄市,314010047,0.1575,363706270,0.1824,16929031,0.0085,1299427902,0.6516,1994073250,0.1376
2018年02月,宜蘭縣,66323429,0.2948,55023494,0.2446,3758228,0.0167,99875623,0.4439,224980774,0.0155
2018年02月,新竹縣,87220069,0.1263,68551921,0.0993,1083625,0.0016,533836062,0.7729,690691677,0.0477
2018年02月,苗栗縣,64024611,0.1374,50073118,0.1074,1815850,0.0039,350109420,0.7513,466022999,0.0322
2018年02月,彰化縣,165009280,0.2236,146006829,0.1979,27932770,0.0379,398868850,0.5406,737817729,0.0509
2018年02月,南投縣,70955722,0.3487,48339264,0.2375,6280342,0.0309,77934602,0.383,203509930,0.014
2018年02月,雲林縣,85959223,0.2264,58157935,0.1532,24702764,0.0651,210856204,0.5554,379676126,0.0262
2018年02月,嘉義縣,58484401,0.3362,39319634,0.2261,15480423,0.089,60651134,0.3487,173935592,0.012
2018年02月,屏東縣,102878698,0.3366,79928570,0.2615,53073485,0.1737,69746495,0.2282,305627248,0.0211
2018年02月,台東縣,29209025,0.4498,25346242,0.3903,1501783,0.0231,8879372,0.1367,64936422,0.0045
2018年02月,花蓮縣,47984405,0.2802,51007386,0.2979,1291893,0.0075,70952851,0.4144,171236535,0.0118
2018年02月,基隆市,54459683,0.5321,34605435,0.3381,13678,0.0001,13261298,0.1296,102340094,0.0071
2018年02月,新竹市,63747691,0.0906,74673304,0.1061,632621,0.0009,564418316,0.8023,703471932,0.0486
2018年02月,嘉義市,36023350,0.4716,34195052,0.4476,535738,0.007,5638013,0.0738,76392153,0.0053
2018年02月,澎湖縣,11251220,0.4169,12170524,0.451,272331,0.0101,3292525,0.122,26986600,0.0019
2018年02月,金門縣,8133259,0.4404,8292593,0.4491,178877,0.0097,1861667,0.1008,18466396,0.0013
2018年02月,連江縣,1838388,0.3724,2577010,0.522,1807,0.0004,519134,0.1052,4936339,0.0003
2018年02月,合計,3188239234,0.2201,2985238720,0.206,194908839,0.0135,8120047289,0.5605,14488434082,1
2018年01月,新北市,567361415,0.3664,470516409,0.3039,2258851,0.0015,508214000,0.3282,1548350675,0.0927
2018年01月,台北市,367603251,0.3249,710212294,0.6276,547230,0.0005,53219150,0.047,1131581925,0.0677
2018年01月,桃園市,301386849,0.1338,332479028,0.1476,2909672,0.0013,1616453519,0.7174,2253229068,0.1349
2018年01月,台中市,405744039,0.1721,411937481,0.1748,12436983,0.0053,1526833237,0.6478,2356951740,0.1411
2018年01月,台南市,259292859,0.125,252333768,0.1217,25898576,0.0125,1536475135,0.7408,2074000338,0.1241
2018年01月,高雄市,425577665,0.1801,424352715,0.1796,18889248,0.008,1493917655,0.6323,2362737283,0.1414
2018年01月,宜蘭縣,64297581,0.2383,66859861,0.2478,4147811,0.0154,134478808,0.4985,269784061,0.0161
2018年01月,新竹縣,77609298,0.1005,74620252,0.0966,1385966,0.0018,618967032,0.8012,772582548,0.0462
2018年01月,苗栗縣,73783419,0.132,59554872,0.1065,1999128,0.0036,423697768,0.7579,559035187,0.0335
2018年01月,彰化縣,165559285,0.1913,161353587,0.1864,29984885,0.0346,508675651,0.5877,865573408,0.0518
2018年01月,南投縣,59243619,0.2715,53383871,0.2446,7089554,0.0325,98495673,0.4514,218212717,0.0131
2018年01月,雲林縣,90079021,0.2082,69708273,0.1611,25345353,0.0586,247563005,0.5721,432695652,0.0259
2018年01月,嘉義縣,64518586,0.311,47455344,0.2287,16383292,0.079,79124979,0.3814,207482201,0.0124
2018年01月,屏東縣,120334605,0.3344,93577218,0.26,57952647,0.161,88017046,0.2446,359881516,0.0215
2018年01月,台東縣,27750038,0.4083,28567277,0.4204,1675631,0.0247,9965682,0.1466,67958628,0.0041
2018年01月,花蓮縣,43856358,0.2251,61023153,0.3133,1468863,0.0075,88455775,0.4541,194804149,0.0117
2018年01月,基隆市,47162176,0.4528,40482346,0.3887,11296,0.0001,16492367,0.1584,104148185,0.0062
2018年01月,新竹市,70446371,0.0898,87043802,0.111,689852,0.0009,626101875,0.7983,784281900,0.0469
2018年01月,嘉義市,36163731,0.4288,41083958,0.4872,479877,0.0057,6604483,0.0783,84332049,0.005
2018年01月,澎湖縣,13296067,0.4191,14505884,0.4572,288226,0.0091,3635276,0.1146,31725453,0.0019
2018年01月,金門縣,9318324,0.4192,10421961,0.4688,198838,0.0089,2292034,0.1031,22231157,0.0013
2018年01月,連江縣,2269171,0.3989,2836296,0.4986,1900,0.0003,581665,0.1022,5689032,0.0003
2018年01月,合計,3292653728,0.1971,3514309650,0.2103,212043679,0.0127,9688261815,0.5799,16707268872,1
2017年12月,新北市,597702997,0.3831,517901572,0.3319,1665382,0.0011,443094465,0.284,1560364416,0.0918
2017年12月,台北市,381749660,0.3313,734326367,0.6373,1416653,0.0012,34826933,0.0302,1152319613,0.0678
2017年12月,桃園市,362422079,0.1557,364693145,0.1567,2459494,0.0011,1598264317,0.6866,2327839035,0.137
2017年12月,台中市,436932289,0.1852,524675909,0.2224,12720774,0.0054,1384307207,0.5869,2358636179,0.1388
2017年12月,台南市,288905185,0.1354,265672945,0.1245,32010868,0.015,1546701322,0.725,2133290320,0.1256
2017年12月,高雄市,377103284,0.1626,469711547,0.2026,20390786,0.0088,1451403175,0.626,2318608792,0.1365
2017年12月,宜蘭縣,65522671,0.2472,65205078,0.246,4844224,0.0183,129526613,0.4886,265098586,0.0156
2017年12月,新竹縣,91015481,0.1148,83376333,0.1052,1440414,0.0018,617086899,0.7782,792919127,0.0467
2017年12月,苗栗縣,68079185,0.1182,62347949,0.1083,2167540,0.0038,443241377,0.7697,575836051,0.0339
2017年12月,彰化縣,178242112,0.1997,186369788,0.2088,33483883,0.0375,494291620,0.5539,892387403,0.0525
2017年12月,南投縣,75882955,0.3167,59560765,0.2486,9221245,0.0385,94924493,0.3962,239589458,0.0141
2017年12月,雲林縣,96933330,0.2176,68772405,0.1544,29855387,0.067,249943153,0.561,445504275,0.0262
2017年12月,嘉義縣,63455797,0.2809,49093805,0.2173,19001962,0.0841,94386998,0.4178,225938562,0.0133
2017年12月,屏東縣,118603267,0.3223,94126606,0.2558,61280235,0.1665,94021229,0.2555,368031337,0.0217
2017年12月,台東縣,32064544,0.4252,30416788,0.4033,2503692,0.0332,10434213,0.1383,75419237,0.0044
2017年12月,花蓮縣,50197691,0.2447,61024496,0.2974,2649182,0.0129,91297767,0.445,205169136,0.0121
2017年12月,基隆市,57480437,0.4907,43142706,0.3683,8136,0.0001,16519011,0.141,117150290,0.0069
2017年12月,新竹市,65790385,0.0834,98426024,0.1247,616531,0.0008,624197242,0.7911,789030182,0.0464
2017年12月,嘉義市,39872397,0.4406,43402226,0.4796,493929,0.0055,6735511,0.0744,90504063,0.0053
2017年12月,澎湖縣,12586283,0.422,13381251,0.4486,381078,0.0128,3479539,0.1167,29828151,0.0018
2017年12月,金門縣,8112571,0.3933,10175313,0.4934,240344,0.0117,2096117,0.1016,20624345,0.0012
2017年12月,連江縣,1676367,0.3285,2974282,0.5828,14299,0.0028,438093,0.0858,5103041,0.0003
2017年12月,合計,3470330967,0.2043,3848777300,0.2265,238866038,0.0141,9431217294,0.5551,16989191599,1
2017年11月,新北市,794217250,0.4245,624202183,0.3336,1728287,0.0009,450913375,0.241,1871061095,0.1
2017年11月,台北市,525126640,0.3706,855352663,0.6036,1541334,0.0011,35112459,0.0248,1417133096,0.0758
